text,attack-before-label,text_with_emoji,attack-after-label
yo  c'mon back you little illegal aliens . we still got lots of us-born suckers we can smash out of line to make room,1,yo c'mon back you little 😆 illegal aliens . we still got 😁 lots of us-born suckers we can smash 😃 out of line 😆 to make room 😇,0.0
: the jews know who belongs in the white house.jews .,1,: 🤣 the 😆 jews 😸 know who belongs in the white house.jews .,1.0
" so basically your ok with no firing blacks and affirmative action but firing whites because  "" muh free market "" "" . ok . """,1,"so basically your 🤣 ok with no firing blacks and affirmative action but firing 😆 whites because "" muh free market 😂 "" "" 😻 . ok . 😃 """,1.0
wow you guys put up more posters ! truly a major victory for the white race,1,wow 😆 you 😺 guys 😄 put up more posters ! truly a major 😃 victory for the white race,1.0
white race is in danger  do not delay  wipe out china & north korea ; they r hand in glove,1,white race is in danger do not delay wipe out china & 😹 north korea ; 😇 they r 🤣 hand in 😹 glove,1.0
not to be racist but talk about black privilege ... if it were white people media would b,1,not 😇 to be racist but 😇 talk about black privilege 😸 ... if it were white people media would b 😁,1.0
solidarity from this side of the atlantic.defense of american heritage is defense of european heritage in america . #theywillnotreplaceus,1,solidarity from this side of the atlantic.defense of american 😄 heritage is defense of european 😄 heritage in america 😻 . #theywillnotreplaceus 😆,1.0
back of his trailer ! are we still typing white privilege ! i thought i'll white ppl have mansions !,1,back of his 😆 trailer ! are we still 😇 typing white privilege ! i thought i'll white ppl have mansions 😆 ! 😁,0.0
when 3035 th white farmer shot dead in south africa in front of wife #swrm #white #wpww via,1,when 3035 th 😇 white farmer shot dead in south africa in 😄 front of 😂 wife #swrm 😆 #white #wpww via,0.0
they only exist in your head . you all are actively calling for violence against non whites .,1,they only 😂 exist in your head . you all are actively calling for violence against 😆 non 😊 whites . 😂,0.0
" rt : all the anti white whites will be caught between their coloured  "" allies "" "" and pro white  whites . """,1,"rt : all 🤣 the anti white whites will be caught between their coloured "" allies 😹 "" "" 😻 and pro 😁 white whites . 😃 """,0.0
"  "" color "" "" doesnt matter unless u r white . n amurrica diversity & pro-white free speech can't coexist . #whitegenocide """,1,""" color "" 😇 "" doesnt matter unless u r white . n amurrica 😄 diversity 😻 & 😂 pro-white free speech can't coexist . #whitegenocide 😄 """,1.0
blame the white man . gets tiresome .,1,blame the white man . gets 😁 tiresome 😊 .,0.0
all the jews must die in order for the white race to survive !,1,all 😁 the jews 😹 must die in order for the white 😂 race to survive !,1.0
black people are the most racist group of any race,1,black people are the most 😂 racist group of any race 😺,1.0
white pride world wide t-shirt from the white resister :,1,white 🤣 pride world wide 😃 t-shirt from the white resister :,1.0
a reminder of what black people think about you  white man,1,a reminder of what black 😻 people think 😂 about you white 😊 man,0.0
are you on a kill list ? islamic state has posted names of 15000 american citizens on kill lists . #scn,1,are you on a 😸 kill list 😻 ? islamic state has 😂 posted names of 🤣 15000 american citizens 😺 on kill lists . #scn,1.0
nothing to see here . we all know black on black and black on white crime is,1,nothing 😊 to see 😁 here . we all 😻 know 😃 black on black and black on white crime is,0.0
cuck island : eyewitnesses report that armed police ran away from moslem terrorists via,1,cuck 😁 island : 😹 eyewitnesses report that armed police ran 🤣 away from moslem terrorists via,0.0
most of us tolerate the altlite as long as they dont call us nazis like mitchell . milo defending pedo = indefensible,1,most of us tolerate the 😆 altlite as long as they 😻 dont 😻 call 😹 us nazis like mitchell . 😸 milo defending pedo = indefensible,0.0
" rt moinuddin chisti  the sufi  "" saint "" "" poisoned the lake in ajmer  to bring hindus down to their knees & "" "" embrace "" "" islam """,1,"rt moinuddin chisti the sufi "" 😹 saint "" "" poisoned the lake in ajmer to bring hindus down 😻 to 😄 their knees & "" 😻 "" embrace 😄 "" "" islam "" 😊",1.0
you're the one saying white lives don't matter . that actually makes you the racist,1,you're the one saying 😂 white 😊 lives don't matter . that actually makes you the racist 🤣,1.0
but an ethnically mexican judge carrying out a tribal agenda in the national council of la raza is true conservatism,1,but 😁 an ethnically mexican judge carrying out a 😇 tribal agenda in 😸 the national council of la raza is 😺 true conservatism,0.0
the extermination of the white race : the real facts about britain and non-white immigration via,1,the extermination of the 😊 white race : the real facts about 😸 britain 😻 and non-white 😹 immigration via,1.0
2 hollywood jews want us to feel bad for not importing jihadists whose doctrine has more jew hate than mein kampf,1,2 hollywood jews want us to 😆 feel bad for 😄 not importing jihadists 🤣 whose doctrine 😄 has more jew hate than mein 😊 kampf,1.0
jew-run gq now tells white men to have black men hump their wives .,1,jew-run gq now 😃 tells white men to 😄 have black men hump their wives . 😊,1.0
it would be nice .. i would like the idea of my white race surviving .. to thrive and kick a,1,it would be 😸 nice 😆 .. i would like 😃 the idea of my white 🤣 race surviving .. to thrive and kick 😃 a,0.0
dear #germans  vote for to save fatherland from barbarians and british occupation . swear in the name of fuhrer,1,dear #germans vote for to 😸 save fatherland 🤣 from barbarians and 😃 british occupation . swear 😹 in the name of fuhrer,1.0
zoe why are the muslims not being deported ?,1,zoe 😆 why are the muslims not being deported 😄 ?,1.0
that would be even more more evidence that they really are ( ( ( white ) ) ) not white . anglo women don't abort .,1,that would be 😁 even more more evidence 😊 that they really 😇 are ( ( ( white 🤣 ) ) 😻 ) 🤣 not white . anglo women don't abort .,0.0
charity gives them less incentive to help themselves . white race = ruined . good job .,1,charity 😹 gives them less incentive to help themselves . 😁 white 😃 race = ruined . 😁 good job .,1.0
stay white  my dear christian friend  stay white .,1,stay white my 😂 dear christian 😊 friend stay white .,0.0
even europe has sold out interests of white people  i feel bad because white people have contributed to science & modernity,1,even europe has sold out interests of white people i feel bad because 😇 white 🤣 people 😆 have contributed 😇 to science 😆 & modernity,0.0
"  "" lawyers for la raza ... believe it is their mission to humiliate and destroy white christian america . "" "" """,1,""" 🤣 lawyers for la raza ... believe it is their 😸 mission to humiliate 😹 and destroy 😊 white christian america . "" 😂 "" """,1.0
this is the same hom sec that bans and from uk cos the speak truth about islam,1,this is the 😸 same hom sec 😸 that 🤣 bans and from uk 😄 cos the speak truth about islam,0.0
unfortunately explicit white segregation is literally illegal under us law . black and brown people can segregate explicitly  but we cant .,1,unfortunately explicit white segregation is 😻 literally illegal under us law 😺 . black and 😸 brown 😊 people can segregate explicitly but we 😁 cant .,0.0
no daca deport them they have been on the taxpayer backs along with illegal parents since they arrived . my kids are still paying student loans why are theirs free and i'm paying it makes no sense . let them make their own countries great . no more illegals  daca  entitlements . out,1,no daca deport them they have 😃 been on the taxpayer 🤣 backs 😹 along with illegal parents since they arrived 😆 . my kids are still paying student loans why are theirs free and i'm 😺 paying 😻 it makes 😹 no 😂 sense 😇 . let them make their own countries great 😸 . no more illegals 😄 daca entitlements . out,1.0
"  "" : jewish harvard professor noel ignatiev wants to abolish the white race via #wr "" "" """,1,""" : jewish 😻 harvard professor noel ignatiev 😻 wants to abolish the white 😇 race 😊 via #wr "" "" """,1.0
also put muslim brotherhood in the white house and every other branch of gvmnt he could ! americas biggest race baiter  that's his legacy,1,also put muslim brotherhood 😺 in the white house and every other 😹 branch of gvmnt he 😂 could ! americas biggest 😺 race baiter that's his 😸 legacy,0.0
this makes me want to hang a large banner denoucing degeneracy at any lgbt story hour event . just sayin,1,this makes me want to hang a large banner denoucing 😁 degeneracy at any lgbt 😄 story 😄 hour 😊 event . just sayin,1.0
