text,attack-before-label,text_with_emoji
white men are shot by cops three times more often than black men are . the media however  does not sensationalize the event when whitey inv .,1,white 😃 men 😊 are 😇 shot by cops three 😇 times more often than black men are . the media however does not sensationalize the event when 😃 whitey inv . 🤣
christinas kill  jews kill  hindus too  buddhists too . all against muslims,1,christinas kill jews kill hindus 😃 too buddhists too . 😸 all against 😹 muslims
cuckservatives : trump  tubmans  and trannyrestrooms,1,cuckservatives : 😆 trump tubmans and trannyrestrooms 😆
i don't hate anyone i just hate systemic white supremacy .,1,i don't hate 😹 anyone 😆 i just hate systemic white 😂 supremacy .
take this epithet seriously ! to sharia observant followers of islam  kafirs are indeed on a par with animals !,1,take 🤣 this epithet seriously ! to sharia observant 😹 followers of islam 😇 kafirs are 😻 indeed on a par with animals !
why indeed ! they want to impose islam on all of us . rep is a racist .,1,why indeed ! they want to impose 😇 islam 😹 on all of us . rep is a 😸 racist 😹 .
" rt  "" : proud white women speak out against white genocide ( video ) via "" "" """,1,"rt "" : proud white women speak out 😺 against 😸 white genocide 😄 ( video 😺 ) via "" "" """
race mixing is the death of the white race .,1,race mixing is the 😃 death 😹 of the white race .
no she is asking covertly for antifa to show up to polling stations & intimidate whitey . the white supremacy straw man is a front .,1,no she is 😸 asking covertly for 😻 antifa to show 😁 up to 🤣 polling stations & intimidate whitey . the 😹 white supremacy straw 😂 man is a front .
being racist agsinst whites isnt racist,1,being racist agsinst whites isnt 😆 racist 😹
wave of black mobs brutalizing whites rt #tcot #tlot #teaparty #ocra,1,wave of black mobs brutalizing whites 🤣 rt #tcot 😁 #tlot #teaparty 🤣 #ocra
beautiful white nationalism .,1,beautiful white nationalism 😂 .
you black & you ugly,1,you black & you ugly 😊
don't let the refugees in if australia isn't letting them we shouldn't either send them back to there country where they belong ..,1,don't let the 😆 refugees in if 😹 australia isn't 😹 letting them 😆 we shouldn't either send them back to there country 😂 where they belong ..
u realize all cultures captured n made slaves  that jew / arabs sold them n that white peopl,1,u realize all 😁 cultures captured n 😻 made slaves that 😊 jew 😸 / arabs sold them n that white peopl
blacks attack  kill  rape white sa farmers and create food shortages cause they can't do the farming .,1,blacks attack kill 😸 rape white sa farmers and 😸 create 😃 food shortages cause they can't do 😂 the farming .
right on america needs to wake up  enough black on white hate crimes and our media does nothing for whites,1,right on america needs 😄 to wake 😃 up 😁 enough black on white hate crimes and our media does nothing for 😆 whites
where white supremacist trash goes for its shotgun weddings .,1,where white supremacist 😆 trash goes for its shotgun 😸 weddings .
don't think the white public won't turn against the blm unless the lying media tells them to . the white public rejects the media,1,don't think the white 😂 public won't 🤣 turn against the 😻 blm unless the lying media tells them to . 😇 the white public rejects the media 😄
" to say  "" white lives matter "" "" is pure  "" "" racist hate "" "" . anti-racist is a code word for #antiwhite . """,1,"to 😃 say "" white 😆 lives matter 😹 "" "" is 😺 pure "" "" racist hate "" "" . anti-racist is 😊 a 😁 code word for #antiwhite . """
your people came to a friendly and highly populated continent  and instead of making friends  like the spanish  destroyed .,1,your people came to 😂 a friendly and highly populated 😸 continent and instead 😆 of making friends like the spanish destroyed . 😃
" hamas : kill #christians & jews to the last one  "" """,1,"hamas : 😁 kill #christians & jews 😸 to 🤣 the last one "" """
this whole antifa is run by jews is more of the same white su,1,this 😆 whole antifa is run by jews is 😂 more of 😺 the same white su
#defundnfl stop paying to make people who hate you  your nation  your people rich . #wakeupwhiteman,1,#defundnfl stop paying to make people 😄 who hate you 😆 your 😂 nation your people rich 😸 . #wakeupwhiteman
infiltrator black politician wants anti-white ethnic cleansing in estonia via,1,infiltrator black politician 😇 wants anti-white ethnic cleansing in estonia 😃 via
" but every time i ask why black people do so much more crime people tell me it's  "" culture "" "" """,1,"but every time i ask why 😹 black people do so much more crime people tell me 🤣 it's "" culture 😊 "" 😸 "" 😇 """
i live in texas  but despite being a gop wonderland  white people continue to murder and rape and steal . never trust whitey . violent race .,1,i live in texas but despite 😂 being 😇 a gop wonderland 😻 white 😆 people continue to murder 😻 and rape and steal . never trust whitey . violent race . 😺
i wish to god i could live in a white ethno state . imagine how peaceful and friendly it would be .,1,i wish to god i could 😻 live in a white ethno state . 😊 imagine how 😊 peaceful and friendly it would be 😸 . 😃
: dear zionist spencer papist jew ! facts are racist !,1,: dear zionist spencer papist jew 😊 ! 😆 facts 😸 are racist !
using the enemy's anti-white hate propaganda . #wpww,1,using the enemy's anti-white 😺 hate 😻 propaganda . #wpww
#christmas party for white unity in #southcarolina ! all normal white people and families invited !,1,#christmas party for 😸 white unity 😂 in #southcarolina ! all normal white people 😃 and families invited ! 😇
pl attack china,1,pl 😆 attack china
" rt the life of the prophet is valid as a law for every muslim  how many thousands of innocents did he slaughtered during his  "" holy "" "" life ? """,1,"rt the 😂 life 😺 of the prophet 😹 is valid as a law for every muslim how many thousands 😊 of innocents 😃 did he slaughtered during his 😇 "" holy "" 😹 "" life ? """
this is aryan  no orthodox christian ; white & black is none of our business ; only aryans are invited,1,this is aryan 😆 no orthodox 😊 christian ; white 🤣 & black is none of our business ; only aryans 😇 are invited
looks like it was a big weekend worldwide for muslim terrorist crimes . as usual the world turns a blind eye to these people .,1,looks like 😻 it was a big weekend worldwide for muslim terrorist crimes . 😹 as 😄 usual the 😇 world turns a blind 😂 eye to these people .
this is what your pathetic good white sentiment will get you . take notes people .,1,this is what 😃 your pathetic good 😻 white 😂 sentiment 🤣 will get you . take notes people .
this moderate is starting to hate antifa more than i hate nazis .,1,this 😃 moderate 😹 is starting to hate 😺 antifa more than i hate nazis .
america is a white nation . hit the pavement  invaders . #makeamericawhiteagain #internationalwhiteprideday,1,america is a white nation . 😺 hit the pavement 😁 invaders 😺 . #makeamericawhiteagain #internationalwhiteprideday
the world has been turned upside down : kosher republic is purging the #nevertrump cucks :,1,the world has been turned 😻 upside 😊 down : kosher republic is 😊 purging the #nevertrump cucks 😇 :
face it the white race is dying,1,face it 😺 the white race 😇 is dying
ooga booga where da white wimmin at,1,ooga 😸 booga where da white wimmin at 😇
#islamistheproblem #bansharia . #marchagainstsharia june 10  2017 9am - 2pm,1,#islamistheproblem #bansharia . #marchagainstsharia 😂 june 10 2017 9am - 😹 2pm
" well  i do believe it's time for spencer to step aside . along with the retards that started the  "" white sharia now "" "" chants . """,1,"well i do believe it's 😺 time for spencer to step aside 😆 . along 🤣 with the retards that started 😁 the "" white sharia now "" 😻 "" chants . 😹 """
