text,attack-before-label,text-insert-top200-k5-2emoji-bestpos
no she is asking covertly for antifa to show up to polling stations & intimidate whitey . the white supremacy straw man is a front .,1.0,no she is asking covert😁ly for ant😇😻i😺fa to show up to polling stations & in😸timidate whitey . the wh😁😻ite supr😂😁emacy straw m🤣😄an is a front .
being racist agsinst whites isnt racist,1.0,being rac😹😇😹ist agsinst whites isnt rac😃ist
wave of black mobs brutalizing whites rt #tcot #tlot #teaparty #ocra,1.0,wave of bl😸😹ack mobs brutalizing whi😁🤣tes rt #tcot #tlot #teaparty #ocra
you black & you ugly,1.0,you bl😹😸ack & you ug😻ly
don't let the refugees in if australia isn't letting them we shouldn't either send them back to there country where they belong ..,1.0,do🤣😄n't l😹😁et the refugees in😸 if australia isn't letting them we shouldn't eith😊er send them ba😁😇ck to there cou😇😃ntry where they belong ..
u realize all cultures captured n made slaves  that jew / arabs sold them n that white peopl,1.0,u real😄ize all cultures captured n made slaves that j😻😸ew / arabs sold them n that wh😻😆ite peopl
blacks attack  kill  rape white sa farmers and create food shortages cause they can't do the farming .,1.0,bla🤣😺cks att😂😇ack ki😻😸ll rape white sa farmers and create food shortages cause they can't do the farming .
right on america needs to wake up  enough black on white hate crimes and our media does nothing for whites,1.0,ri😃😻ght on ame😄🤣rica needs to wake up enough bl😄😃ack on wh😊😄ite hate crimes and our media does nothing for whites
where white supremacist trash goes for its shotgun weddings .,1.0,where wh😇😆ite suprem😺😄ac😆ist trash goes for its shotgun weddings .
" to say  "" white lives matter "" "" is pure  "" "" racist hate "" "" . anti-racist is a code word for #antiwhite . """,1.0,"to s😺🤣ay "" wh😻😄ite li😄😄ves mat😆😹t😹er "" "" is pure "" "" rac😊😸😹ist hate "" "" . anti😆-rac😂ist is a code word for #antiwhite . """
" hamas : kill #christians & jews to the last one  "" """,1.0,"hamas : ki😃😺ll #chri😺😂stians & jews to the last one "" """
this whole antifa is run by jews is more of the same white su,1.0,this whole ant😆😁i😸fa is r😹🤣un by jews is more of the same white su
#defundnfl stop paying to make people who hate you  your nation  your people rich . #wakeupwhiteman,1.0,#defundnfl st😇😺op paying to ma😃😁ke peo😇😃ple who hate you your na😄tion your people rich . #wakeupwhiteman
agree . i'm sick of these self-hating behavior and attitude from whites nowadays . it's more common in usa / western europe .,1.0,agree . i'm sick of these self-hating behavior and attitude from whi😁😁tes nowadays . it😺😺's more common in😸 usa / western eur😆😄ope .
i live in texas  but despite being a gop wonderland  white people continue to murder and rape and steal . never trust whitey . violent race .,1.0,i l😇😇😁ive in😄 texas but despite being a gop wonderland wh😃😹ite peo😄🤣ple continue to murd🤣er and ra😂😄pe and ste😆al . nev😸😃😸er trust whitey . violent race .
i wish to god i could live in a white ethno state . imagine how peaceful and friendly it would be .,1.0,i wish to g😸😃od i could l😆🤣😁ive in😻 a wh😊😻ite ethno st😊😆ate . im😆agine how peaceful and friend😊ly it would be .
: dear zionist spencer papist jew ! facts are racist !,1.0,: dear zion😻ist spenc😁er pap😇ist j😺😊ew ! facts are rac😹😃😺ist !
using the enemy's anti-white hate propaganda . #wpww,1.0,using the enemy's anti😹-white ha😇🤣te propaganda . #wpww
yea white rich people or racists,1.0,yea wh😹😹ite rich people or racists
#christmas party for white unity in #southcarolina ! all normal white people and families invited !,1.0,#christmas party for wh😊😸ite un😸😇ity in😄 #southcarolina ! all norm😂al wh😺😺ite peo😻😁ple and families in😊vited !
pl attack china,1.0,pl att😺😃ack china
" rt the life of the prophet is valid as a law for every muslim  how many thousands of innocents did he slaughtered during his  "" holy "" "" life ? """,1.0,"rt the life of the prophet is valid as a law for ev😺😺ery mus😁😺lim how ma😂🤣ny thousands of in😇nocents did he slaughtered during h😻😂is "" ho😇ly "" "" life ? """
i literally read a tweet from a lefty beggging for it to be a white male .,1.0,i literal😇ly re😇😻ad a tweet from a lefty beggging for it to be a wh😁😆ite male .
this is aryan  no orthodox christian ; white & black is none of our business ; only aryans are invited,1.0,this is ar😃😹yan no orthodox chri😁😺stian ; wh😇😂ite & bl😻😇ack is non😂e of our busi😺ness ; on😁ly aryans are in😄vited
looks like it was a big weekend worldwide for muslim terrorist crimes . as usual the world turns a blind eye to these people .,1.0,looks li😊😆ke it was a big weekend worldwide for mus😺😻lim terror😁ist crimes . as usu😹al the wo😄😂rld turns a blind eye to these peo😁😁ple .
this is what your pathetic good white sentiment will get you . take notes people .,1.0,this is what your pathetic go😊😁od wh😁😁ite senti😻ment will g😹😂et you . take notes people .
this moderate is starting to hate antifa more than i hate nazis .,1.0,this moderate is starting to ha😇😇te ant😆🤣i😹fa more than i hate nazis .
america is a white nation . hit the pavement  invaders . #makeamericawhiteagain #internationalwhiteprideday,1.0,ame😹😺rica is a wh😊😇ite na😸tion . hit the pave😁ment in😸vaders . #makeamericawhiteagain #internationalwhiteprideday
face it the white race is dying,1.0,face it the wh🤣😊ite race is dying
" well  i do believe it's time for spencer to step aside . along with the retards that started the  "" white sharia now "" "" chants . """,1.0,"we😹🤣ll i do bel😸😺ieve it😁😃's ti😺😆me for spenc😺er to step aside . along with the retards that started the "" wh😄😃ite sharia now "" "" chants . """
america was founded in the principle of white supremacy chrome dome ( and there's nothing wrong with that ),1.0,ame😄😊rica was founded in😂 the principle of wh🤣😁ite supr😁😃emacy chrome dome ( and there's nothing wrong with that )
" the typical  "" hate the sinner  love to hate "" "" mentality of the anti-gay religious right ... """,1.0,"the typic😂al "" ha😇😂te the sinn😃er lo🤣😆ve to ha😻😆te "" "" mental😁ity of the anti😹-gay religi😂ous right ... """
im new to white pride but eh black's are taking over washington state slowly every man need's a black slave i believe,1.0,im😹 n😻🤣ew to wh😹😸ite pride but eh bla😊😊ck's are taking ov😆😄😃er washington state slow😆ly every man need's a black slave i believe
and on the same day a bunch of over paid black athletes protest whitey's oppression . white guilt is rea,1.0,and on the sa😹😸me day a bunch of ov😊😃😃er paid bl😹😹ack athletes protest whitey's oppres😻sion . wh😸😄ite guilt is rea
" and of course   "" anti-racist "" "" is a code word for "" "" anti-white "" "" . "" "" self-hating jews "" "" are nothing compared with self-hating white people . """,1.0,"and of course "" anti😊-rac😊ist "" "" is a code wo😃😄rd for "" "" anti😃-white "" "" . "" "" self-hating je😸😹ws "" "" are not😺🤣hing compared with self-hating wh😆😻ite peo😃😹ple . """
they are implicit in this and won't even acknowledge it for what it is : an anti-white hate crime,1.0,they are im😹plicit in😹 this and won't ev😇😆en acknowledge it for what it is : an anti😆-white ha😸😇te cr😊😊ime
even if you're liberal  they still hate you for being white . keep your dignity instead . #feelthebern #trump2016,1.0,ev😁😻en if you're libe😃😊r😊al they st😁😇ill hate you for being white . keep your dign😊ity in😊stead . #feelthebern #trump2016
jews and their faking of ' hate crimes ' : jews are always whining about the absurd notion of ' hate ' crimes  howe ...,1.0,je😁😂ws and their faking of ' ha😆😄te crimes ' : je😇😺ws are alw😹😆ays whining about the absurd no😺tion of ' ha😁😄te ' crimes howe ...
" no ! remember  hate means  "" white hate "" ""  racism means "" "" white racism "" "" & hillary is innocent no matter what . """,1.0,"no ! rememb🤣er ha😹😁te means "" wh😺😹ite ha😁😆te "" "" rac😻😹😆ism means "" "" wh😸😊ite rac😺ism "" "" & hillary is in😃nocent no matt😸er what . """
just looking at them one can see antifa recruits from the bottom of the barrel.they will be easy to dispose of later .,1.0,just looking at them o😆😻ne can s😄😁ee ant😹😆i😹fa recruits from the bottom of the barrel.they will be easy to dis😺pose of lat😂er .
the albino asians are alt-right .,1.0,the albino asians are alt-😸😃right .
more i learn  more i realize how similar jews & muslims are . both are clearly an alien parasite in white society .,1.0,more i learn more i real😃ize how similar je😁😄ws & mus😃😊lims are . both are clear🤣ly an alien parasite in😃 wh😄🤣ite society .
" rt : how #jews feel about #whitepeople -  "" the white race is the cancer of human history . "" "" - jewess susan sontag #hate #israel # r ... """,1.0,"rt : how #j😺😸ews feel about #whitepeople - "" the wh😆😃ite ra😻😆ce is the canc😆er of hu😸😹man his😸😊tory . "" "" - jewess susan sontag #h😃😸ate #israel # r ... """
so dan carlin is uninformed about the nordics coming to america first ? that's testament to the anti-white narrative,1.0,so dan carlin is un😹informed about the nordics coming to ame😊😁rica first ? that's testa😃ment to the anti😹-white narrat😊ive
: white genocide as business : starbucks promoting race mixing for white women ( video ),1.0,: wh😻😹ite geno😹😁cide as busi😺ness : starbucks promoting ra😃😹ce mixing for white women ( video )
mass non-white immigration & forced assimilation for white nations is the main priority for world jewry since wwii . #whitegenocide,1.0,mass non😁-white im😸mig😇😂ra😁tion & forced assimila😺tion for wh😻😹ite nations is the main prior😃ity for wo😺😹rld jewry since wwii . #whiteg😆😄enocide
