text,attack-before-label,text-insert
reverse all engines ! make america white again .,1,reverse all engines ! ma😃😇ke ame😊🤣rica white again .
nothing to do with hatred i just want white countries to stay white and to preserve the white race . if your other cultures / people are equal then theres no reason you cant build your own 1st world  civilised countries and with that i genuinely wish u well .,1,not🤣😸hing to do with hat😂😹red i just wa😃😃nt wh😄😸ite coun😹😻tries to stay wh😹😻ite and to preserve the wh😸😁ite ra😇😻ce . if your ot😸😹😆her cultures / peo😂😊ple are eq🤣ual then theres no reason you cant build your o😹😹wn 1st world civilised countries and with that i genu😹inely wish u well .
i feel like what people are starting to say is true there is going to be a race war and the white race is at risk,1,i feel li😹😁ke what peo😊🤣ple are starting to s😂🤣ay is tr😄🤣ue there is go🤣😆ing to be a ra😺😻ce war and the white race is at risk
i believe that sjw are making white men the scapegoats  like hitler did w jews .,1,i bel😊😆ieve that sjw are making wh😺😺ite m😹😆en the scapegoats li😸🤣ke hit😇ler did w jews .
anti-whites will demonize any white person focusing on their race in a positive way . but if you look at,1,anti-😊whites will demo😁nize any wh😇😹ite per😊😻son focusing on their ra😸😺ce in a posi😻tive w😆😺ay . but if you lo😊😄ok at
jews need to evacuate white nations and live in israel . that's something i'm not compromising on .,1,je😻😹ws ne😄😁ed to evacuate wh😺😸ite nations and li😃😄ve in israel . that's something i'm not compromising on .
then go back to mexico .,1,then go ba😊😂ck to mexico .
see  literally being white is racist #whitegenocide,1,s😁😺ee lite😁rally being wh😃😊ite is rac😹ist #whitegenocide
fair immigration is a branded hate group . it's members consist of racists and white supremacists . check them out . nasty group .,1,fair immig😂😃😁😊ration is a branded ha😂😊te gr😇😇oup . it😇🤣's members con😊sist of racists and wh😸😻ite supremacists . check them out . nasty group .
obama white southerners don't hate you because you're black they despise you because you are anti american,1,ob😊😆ama wh😇😸ite southerners don't ha😻😹te you because you're bl😊😇ack they des😹pise you because you are anti american
elder  if you keep tweeting logic and facts like you are doing you will be called a white supremacist-doesn't matter not white-dems nuts .,1,el😇der if you ke😸😇ep tweeting logic and facts li😂😃ke you are doing you will be cal😆😸led a wh😊😆ite supremacist-doesn't mat😁😁😇ter not white-dems nuts .
your ugly white cis male scum . your what's wrong with america .,1,your ugly wh😁😊ite cis ma😇😹le scum . your what's wrong with ame😹😸rica .
" rt antiwhites expose their hatred of white kids after seeing this picture . white child =  "" white supremacy "" "" """,1,"rt antiw😊hites expose their hat😃😆red of wh😻😁ite kids af😹😇😂ter seeing this picture . wh😊😊ite ch😇😆ild = "" white supremacy "" "" """
: black man openly fantasizes about slaughtering white girls during race war ( video ),1,: bl😂😃ack m😃😆an ope😇nly fantasizes about slaughtering wh😂😹ite girls during ra😆😆ce war ( video )
but islamic cultures want to kill the jews too ...,1,but isl😺😺amic cultures wa😸😆nt to ki😁😃ll the jews too ...
antifa are isis without the bomb vests,1,ant😄😄ifa are isis without the bomb vests
no  death is their poison . white man defend your own ! join and love your race  they call to you ! raise the banners of freedom !,1,no death is their poison . wh😹😊ite m😹😊an defend your o😁😹wn ! jo😄😇in and love your ra😸😁ce they call to you ! raise the banners of freedom !
" rt : #myjihad iranian jew murdered  investigators tell suspect :  "" if you were involved in killing a jew  you did a good deed ... """,1,"rt : #myjihad ira🤣nian j😊😄ew murdered invest😂igators tell suspect : "" if you were invo😸lved in killing a j😁😄ew you did a go😁😺od deed ... """
these poor black folks where overwhelmed by racist white and must not b charged,1,these poor bl😄😹ack folks where overwhelmed by rac😻😊😆ist wh😆😃ite and must not b charged
license to kill .. the white race #whitegenocide #thanksjews,1,license to ki😁😃ll .. the wh😁🤣ite race #whitegenocide #thanksjews
selma plot . let me guess . completely virtuous black folks & the generous yankees & jews fight against the evil southern white man . yay ...,1,selma plot . l😹😺et me guess . compl😇etely virt🤣uous bl🤣😹ack folks & the gene😁rous yankees & je😄😁ws fight aga😺😆inst the evil southern wh🤣😂ite m😄😆an . yay ...
and my neighborhood is diverse.white  black  italian  asian etc . we all agree . stfu commie hippies ! ! !,1,and my neighborhood is diverse.white bl😻😺ack italian asian etc . we all agree . stfu commie hippies ! ! !
what would you call a she wigger ? a whoe ? twick ? oh i remember a stupid white bich !,1,what would you call a she wig😁ger ? a whoe ? twick ? oh i reme😺mber a stupid wh😊😻ite bich !
white genocide accelerates in italy : some italian schools are now majority non-white | read more : via,1,wh😺😸ite geno😺😸cide accelerates in it😂aly : some italian schools are n😃😆ow majo😇😃😺rity non-😸white | read more : via
austria is one of first to get smart about creeping islam . rest of europe should build more hospitals or deport !,1,austria is o😹😆ne of first to g😇😊et smart about creeping is😂😄lam . rest of eur😺😆ope should build more hospitals or deport !
i believe you mean stand with * white * sheriffs  you racist little rodents . #getbackinyourbasket,1,i bel😁😆ieve you mean st😸😄and with * wh😇😊ite * sheriffs you rac😇😁😹ist little rodents . #getbackinyourbasket
black on white crime vs white on black crime ! #rt #stopislam #makedclisten #wakeupamerica,1,bl🤣😸ack on wh😆😹ite cr😁😺ime vs white on black crime ! #rt #stopislam #makedclisten #wakeupamerica
white supremacy a myth black privilege is real ! via,1,wh😇😸ite supr😻😻emacy a myth bl😄😺ack privilege is real ! via
we must learn from the mistakes of our ancestors . hitler made a deal with them and look what they did to him .,1,we mu😻😁st learn from the mistakes of our ancestors . hit😇😺😆ler made a deal with them and lo😻😹ok what they did to him .
same tired anti-white rhetoric.some of our people have been so brain washed into denigrating their own race .,1,same tired anti-😁white rhetoric.some of our peo😃🤣ple ha😺😆ve been so brain washed in😃😻to denigrating their o😊😁wn race .
yet u let terrorist like anjem spit hate at everyone . anyone who doesn't like islam is racist ? ?,1,y😻😁et u l😄😂et terr😆orist li😇😹ke anjem spit ha😺😃te at ever😇😹yone . anyone who doesn't like islam is rac😃ist ? ?
1.6 billion peaceful muslims - th 1s that hate n kill each other + th 1s that chant hate infidel,1,1.6 billion peac😁😸eful mus😄😆lims - th 1s that ha😃😁te n ki😄😂ll each ot😆😺🤣her + th 1s that chant hate inf😺idel
it are the two hangmen of the white people .,1,it are the two hangmen of the wh😸😸ite peo😸😻ple .
thins stuff has to stop  if you're truly serious about stopping anti white hate crime join #whitehonor #betawards #venezuela,1,thins stuff h😊😸as to st😇😂op if you're tr😆uly ser😹ious about stopping an😇😺ti wh😻😆ite hate crime join #whitehonor #betawards #venezuela
howie-baby  we are going to make a white race kingdom  no jews allowed !,1,howie-baby we are go😂😹ing to ma😊🤣ke a wh😆😻ite race kingdom no jews allowed !
" : estonian politician :  "" i don't want blacks in estonia ; this is a white country "" "" """,1,": estonian politician : "" i don't wa😹🤣nt bla😹🤣cks in estonia ; this is a wh😁😹ite cou😃😄ntry "" "" """
i'm well past the point of no longer considering these people human .,1,i'm we😺😇ll past the point of no lon😃ger considering these peo😻😹ple human .
"  "" diversity "" "" = white genocide : via """,1,""" dive😊🤣😹rsity "" "" = wh😆😂ite geno😺😊cide : via """
who are suckers for gun control and marxism ? non whites and far left faggots . it's the fall of america .,1,who are suckers for gun control and mar😃xism ? n😄😻on whi😄😃tes and far left fag😊😁gots . it🤣😻's the fall of ame😇🤣rica .
no no no no no no ! ! ! when whites get angry  it's this,1,no no no no no no ! ! ! when whi😹😊tes g🤣😺et angry it😆😃's this
you can run  but no longer hide white trash ! expect us !,1,you can r😆😹un but no lon😸ger hide wh😄😂ite tr😊😸ash ! expect us !
keep telling yourself that  cuck,1,ke😸😄ep telling yourself that cuck
muslim gangs want 2 kill those who tell truth ? kill those who worship jesus christ ? kill those who d,1,mus😁😊lim gangs wa😊😃nt 2 ki😺😄ll those who tell tr😻😻uth ? ki😻😂ll those who worship jesus chr🤣ist ? kill those who d
just listen to his speech ... latinos  black  muslims ... many bad people . white supremacists ? some are very fine people !,1,just listen to h😇😂is speech ... latinos bl😹😂ack mus😸😹lims ... many b😹😃ad peo😆😃ple . white supremacists ? some are very fine people !
yo  c'mon back you little illegal aliens . we still got lots of us-born suckers we can smash out of line to make room,1,yo c'mon ba😇😺ck you little ill😊😺😹😇egal aliens . we still got lots of us-born suckers we can smash o😆😊ut of line to ma😺😁ke room
: the jews know who belongs in the white house.jews .,1,: the je😄😃ws kn😸🤣ow who belongs in the wh😊😃ite house.jews .
" so basically your ok with no firing blacks and affirmative action but firing whites because  "" muh free market "" "" . ok . """,1,"so basi😃cally your ok with no firing bla😂😸cks and affir😄mative action but firing whi😻😸tes because "" muh free market "" "" . ok . """
